Q1(S),Q2(A),Q3(D),Q4(A),Q5(D),Q6(S),Q7(A),Q8(S),Q9(A),Q10(D),Q11(S),Q12(S),Q13(D),Q14(S),Q15(A),Q16(D),Q17(D),Q18(S),Q19(A),Q20(A),Q21(D),TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,education,urban,gender,age,familysize,Str,Anx,Dep,Depression,Anxiety,Stress,family,family_enc,age class,age_enc
1,0,1,1,1,1,0,1,2,0,1,0,1,1,1,1,2,3,0,1,1,5,5,3,6,3,7,3,4,3,6,3,2,2,19,3,16,10,14,2,2,1,Nuclear,2,18-25,0
3,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,4,4,5,5,5,4,5,4,4,4,4,3,2,22,6,26,26,26,3,4,3,Joint,1,18-25,0
1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,3,1,1,0,6,3,5,5,5,7,7,3,5,3,3,1,2,24,5,16,6,4,0,0,1,Nuclear,2,18-25,0
3,0,1,2,1,1,1,1,1,3,1,1,3,1,0,1,1,1,1,1,3,6,4,4,7,5,3,6,5,2,4,3,2,2,21,3,18,12,26,3,2,1,Nuclear,2,18-25,0
1,3,1,2,3,2,3,2,3,3,3,3,3,2,3,2,1,3,3,2,2,4,6,6,7,1,6,5,5,5,4,2,2,2,19,4,32,38,30,4,4,3,Nuclear,2,18-25,0
3,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,2,6,5,7,3,5,5,2,4,6,3,3,2,23,5,16,8,12,1,1,1,Nuclear,2,18-25,0
3,1,3,1,3,3,1,3,3,3,2,2,3,3,2,3,3,3,2,2,3,1,3,6,7,2,7,4,3,2,2,3,2,2,24,5,38,24,42,4,4,4,Nuclear,2,18-25,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,7,5,7,4,5,5,7,1,5,2,2,2,18,6,42,42,42,4,4,4,Joint,1,18-25,0
3,2,3,0,2,3,0,1,1,3,3,2,2,3,1,2,3,0,2,3,2,5,5,6,6,7,7,7,4,3,5,3,1,1,19,7,30,18,34,4,3,3,Joint,1,18-25,0
1,0,1,0,1,1,1,1,1,2,0,1,0,1,1,0,2,2,1,1,0,4,6,3,5,6,5,5,6,2,1,3,3,2,24,9,14,10,12,1,2,0,Joint,1,18-25,0
3,0,0,1,2,3,1,1,3,2,1,3,3,1,1,0,0,1,2,2,1,4,5,5,7,4,2,5,4,3,2,3,1,2,20,5,26,20,16,2,4,3,Nuclear,2,18-25,0
0,0,0,0,1,2,0,0,2,0,1,0,1,0,1,1,2,1,1,2,0,5,4,5,3,5,3,6,2,5,6,2,2,2,19,4,8,12,10,1,2,0,Nuclear,2,18-25,0
1,1,1,0,1,1,1,2,2,1,1,2,3,1,2,1,1,2,1,2,1,4,3,6,5,4,5,5,5,5,4,3,3,2,20,5,20,18,18,2,3,2,Nuclear,2,18-25,0
3,2,1,0,1,1,1,1,3,0,1,2,1,1,1,1,1,2,1,1,0,6,6,6,7,4,5,6,4,2,6,2,3,2,18,5,22,18,10,1,3,2,Nuclear,2,18-25,0
1,0,1,0,0,1,2,0,3,1,1,1,0,3,1,1,1,0,1,1,1,4,6,6,7,6,4,7,5,4,6,2,1,2,19,2,14,16,10,1,3,0,Nuclear,2,18-25,0
2,0,2,1,1,2,1,1,0,3,1,1,3,1,0,1,3,1,1,3,3,5,5,4,6,6,4,5,3,4,3,2,2,2,20,3,18,12,32,4,2,1,Nuclear,2,18-25,0
3,3,3,3,1,3,0,0,3,3,3,3,3,3,3,3,1,3,1,3,3,4,5,1,7,5,7,2,7,1,7,3,1,2,20,4,36,32,34,4,4,4,Nuclear,2,18-25,0
0,1,1,0,1,0,0,0,1,2,0,0,1,1,0,1,2,2,0,0,1,2,6,4,7,6,5,7,5,4,7,2,3,2,21,4,6,4,18,2,0,0,Nuclear,2,18-25,0
2,2,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,2,0,1,0,6,2,6,5,7,7,7,1,5,7,3,2,2,21,1,16,10,8,0,2,1,Nuclear,2,18-25,0
1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,4,5,6,6,6,7,6,2,5,4,4,1,2,24,3,10,8,2,0,1,0,Nuclear,2,18-25,0
3,0,1,1,1,2,1,2,2,2,2,1,2,3,1,2,3,2,1,1,3,5,5,5,6,5,5,5,4,5,4,2,3,2,19,2,30,14,28,4,2,3,Nuclear,2,18-25,0
3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,6,6,3,4,7,7,7,5,7,7,4,3,1,26,4,14,0,14,2,0,0,Nuclear,2,26-35,1
2,1,1,3,2,3,3,2,3,1,2,2,1,2,3,1,1,3,1,1,2,2,5,4,7,1,6,5,5,2,4,3,1,2,23,6,32,30,18,2,4,3,Joint,1,18-25,0
2,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2,1,4,3,3,2,5,4,4,5,5,4,3,2,1,20,4,14,8,8,0,1,0,Nuclear,2,18-25,0
2,3,2,1,3,1,3,2,3,3,1,3,3,1,1,3,3,2,1,1,3,4,4,3,5,4,7,3,7,3,3,2,1,2,20,6,24,26,40,4,4,2,Joint,1,18-25,0
0,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,5,7,4,7,5,5,4,4,5,4,3,2,26,3,14,20,20,2,4,0,Nuclear,2,26-35,1
3,1,0,2,2,2,2,2,2,1,2,3,2,2,3,1,1,2,1,1,0,5,7,7,7,6,4,3,7,1,7,3,2,2,20,4,32,24,14,2,4,3,Nuclear,2,18-25,0
0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,3,3,2,0,7,6,7,6,7,5,6,6,7,6,3,1,2,21,5,10,16,4,0,3,0,Nuclear,2,18-25,0
3,3,1,3,1,2,2,1,2,0,1,3,2,1,1,1,1,2,3,0,0,3,5,7,5,6,1,2,2,1,3,3,3,1,22,4,26,28,12,1,4,3,Nuclear,2,18-25,0
1,2,1,0,1,3,0,1,1,3,2,2,1,1,1,3,3,3,1,1,3,3,5,3,6,6,6,6,5,5,5,2,1,2,20,3,26,12,30,4,2,3,Nuclear,2,18-25,0
1,2,1,2,2,2,2,1,3,2,2,2,2,2,2,3,3,2,3,3,1,5,3,5,6,5,2,7,5,3,3,2,2,2,21,7,24,34,28,4,4,2,Joint,1,18-25,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,5,2,4,4,2,5,7,4,3,2,2,2,21,5,4,0,2,0,0,0,Nuclear,2,18-25,0
2,0,0,2,2,0,1,1,2,0,1,0,2,0,0,0,1,1,1,0,2,3,1,4,2,5,5,1,2,6,7,3,2,1,20,3,10,12,14,2,2,0,Nuclear,2,18-25,0
2,3,1,1,1,1,2,3,3,3,1,1,1,2,2,2,2,1,1,0,0,1,4,5,7,2,7,5,3,2,2,2,1,2,18,4,22,24,20,2,4,2,Nuclear,2,18-25,0
2,3,0,1,1,3,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,3,3,3,5,5,4,7,5,4,4,3,3,2,21,4,28,18,14,2,3,3,Nuclear,2,18-25,0
1,3,1,0,3,0,3,1,3,3,3,1,3,3,1,1,3,3,0,3,3,5,1,3,6,5,4,1,7,2,3,2,1,2,19,2,24,26,34,4,4,2,Nuclear,2,18-25,0
1,3,0,0,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,3,6,7,5,7,6,5,5,6,2,3,2,20,4,12,18,10,1,3,0,Nuclear,2,18-25,0
1,1,0,2,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,6,6,5,7,5,7,7,7,5,2,3,3,2,20,5,10,14,8,0,2,0,Nuclear,2,18-25,0
2,1,2,2,2,0,1,3,0,1,1,1,1,1,2,2,1,2,1,2,2,6,6,4,3,7,1,6,5,3,1,3,2,2,21,4,20,18,22,3,3,2,Nuclear,2,18-25,0
3,2,3,1,1,2,1,0,1,0,0,2,3,1,0,1,2,2,3,3,0,4,2,5,6,3,2,5,3,2,5,4,2,1,22,3,20,22,20,2,4,2,Nuclear,2,18-25,0
1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,5,1,6,4,7,5,5,4,4,2,3,2,2,30,7,8,0,6,0,0,0,Joint,1,26-35,1
1,0,1,0,0,1,0,1,1,3,0,1,3,0,0,3,1,0,0,3,2,5,2,6,6,7,6,4,5,6,6,4,3,2,24,6,8,8,26,3,1,0,Joint,1,18-25,0
1,0,2,0,3,0,1,0,1,3,1,2,3,0,1,3,3,0,3,2,2,3,3,6,2,6,4,5,3,3,4,4,2,2,24,2,8,16,38,4,3,0,Nuclear,2,18-25,0
3,1,1,2,2,2,2,2,2,2,3,1,2,3,3,1,1,3,3,2,1,4,5,6,7,3,6,6,6,5,7,2,3,2,18,5,34,30,20,2,4,4,Nuclear,2,18-25,0
2,0,1,1,1,0,0,2,0,0,1,1,1,1,0,0,1,1,1,1,0,2,2,4,5,5,5,4,1,6,1,2,2,1,19,4,16,6,8,0,0,1,Nuclear,2,18-25,0
1,3,0,2,1,1,0,1,1,1,0,0,2,0,1,1,2,1,2,0,1,3,2,5,5,6,1,6,5,6,3,3,3,2,21,3,8,18,16,2,3,0,Nuclear,2,18-25,0
3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,4,4,7,6,6,6,6,3,3,4,2,3,2,19,3,40,38,42,4,4,4,Nuclear,2,18-25,0
2,1,1,0,1,2,0,1,1,1,1,1,1,1,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,2,2,23,5,20,10,14,2,2,2,Nuclear,2,18-25,0
1,3,1,1,0,2,0,2,1,1,0,1,2,2,2,1,0,2,0,2,0,6,3,6,6,5,5,6,5,4,4,4,2,2,22,5,20,18,10,1,3,2,Nuclear,2,18-25,0
2,0,1,1,0,3,1,2,3,0,1,2,2,1,1,0,1,3,1,2,0,6,5,5,6,6,5,6,3,3,3,3,1,2,19,4,28,18,8,0,3,3,Nuclear,2,18-25,0
1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,5,5,6,5,6,3,5,5,5,5,2,2,2,19,3,12,6,8,0,0,0,Nuclear,2,18-25,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7,5,6,5,7,5,7,5,2,3,2,18,4,0,6,0,0,0,0,Nuclear,2,18-25,0
1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,2,0,0,0,5,4,4,3,4,4,5,6,5,5,3,1,2,21,4,10,0,8,0,0,0,Nuclear,2,18-25,0
0,1,1,0,3,0,0,0,0,2,0,0,0,2,0,0,2,0,1,0,0,3,2,3,1,7,3,5,6,3,5,3,2,1,23,3,4,4,16,2,0,0,Nuclear,2,18-25,0
0,0,3,3,3,2,0,3,3,3,3,1,3,3,3,3,3,0,3,0,3,5,4,3,7,4,6,3,5,3,5,2,3,2,21,5,24,24,42,4,4,2,Nuclear,2,18-25,0
0,1,1,1,0,1,0,1,1,0,1,0,1,2,2,1,1,2,1,0,1,4,4,4,3,4,1,1,4,4,3,3,2,2,20,2,14,12,10,1,2,0,Nuclear,2,18-25,0
2,1,1,1,1,2,1,2,0,2,1,1,2,2,1,1,2,1,2,1,2,5,3,3,6,5,6,5,7,2,6,3,3,2,19,4,22,14,22,3,2,2,Nuclear,2,18-25,0
1,0,3,0,3,1,0,0,1,2,0,0,2,1,1,3,1,1,2,0,1,7,5,5,2,6,2,7,5,7,2,3,2,1,23,4,8,8,30,4,1,0,Nuclear,2,18-25,0
0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,5,1,7,6,7,5,7,5,6,2,3,3,1,20,2,2,6,8,0,0,0,Nuclear,2,18-25,0
3,3,2,0,3,0,0,0,3,3,3,3,3,3,0,3,3,3,3,0,3,3,1,3,7,7,7,7,7,4,4,3,3,2,18,5,30,18,40,4,3,3,Nuclear,2,18-25,0
2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,3,1,3,1,5,4,6,6,5,6,3,3,5,6,3,2,1,22,3,26,22,18,2,4,3,Nuclear,2,18-25,0
1,0,0,0,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,3,0,4,2,5,2,6,3,4,3,4,5,3,2,2,23,7,4,8,10,1,1,0,Joint,1,18-25,0
1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,5,3,4,5,5,4,5,3,5,5,2,1,1,20,5,12,8,6,0,1,0,Nuclear,2,18-25,0
3,1,1,2,3,2,3,2,3,2,1,1,3,3,3,3,3,3,2,3,3,3,2,3,6,5,6,7,5,2,3,4,3,2,22,6,30,34,36,4,4,3,Joint,1,18-25,0
2,1,1,2,1,3,0,1,2,1,1,1,2,1,1,1,2,1,2,2,1,6,5,6,7,6,7,7,2,3,5,4,3,2,22,2,20,20,18,2,4,2,Nuclear,2,18-25,0
1,1,0,0,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,2,5,7,5,5,2,7,6,3,2,3,3,2,19,3,14,10,6,0,2,0,Nuclear,2,18-25,0
3,2,3,0,0,3,2,1,3,3,1,1,3,1,0,2,2,1,2,3,3,5,5,4,5,5,6,7,5,4,5,2,1,2,18,3,22,24,32,4,4,2,Nuclear,2,18-25,0
3,3,1,0,3,3,2,1,0,0,1,2,2,2,1,2,2,3,0,1,1,6,7,4,7,5,7,6,4,2,3,3,1,2,22,8,30,14,22,3,2,3,Joint,1,18-25,0
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,3,1,1,1,4,4,5,5,5,5,4,4,5,4,3,3,2,21,3,18,10,12,1,2,1,Nuclear,2,18-25,0
3,3,2,3,1,3,3,2,1,2,3,1,3,3,3,2,3,3,3,3,1,2,3,6,7,2,7,4,2,2,7,3,2,2,23,0,36,38,28,4,4,4,Nuclear,2,18-25,0
3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,5,6,7,0,6,6,4,4,5,3,3,1,22,7,42,34,40,4,4,4,Joint,1,18-25,0
2,0,1,1,1,2,2,2,3,2,1,2,2,3,1,1,1,3,1,2,1,6,6,5,7,7,7,7,4,3,6,3,3,2,22,5,30,20,18,2,4,3,Nuclear,2,18-25,0
3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,1,3,1,1,4,2,4,7,7,7,6,2,4,2,2,3,2,18,6,36,36,34,4,4,4,Joint,1,18-25,0
2,0,1,0,1,2,0,1,2,2,0,1,2,1,2,2,2,1,0,1,3,3,4,6,7,5,6,7,6,5,7,2,2,2,18,8,16,10,26,3,2,1,Joint,1,18-25,0
2,1,1,2,1,1,2,2,3,1,1,1,1,1,3,1,1,2,2,1,1,6,6,5,6,5,3,7,5,4,3,2,1,2,19,3,20,28,14,2,4,2,Nuclear,2,18-25,0
1,2,3,1,1,1,2,3,1,3,2,1,3,2,1,3,3,2,3,1,3,4,4,5,3,5,7,6,2,2,5,4,1,2,18,4,24,22,38,4,4,2,Nuclear,2,18-25,0
3,3,2,0,2,0,0,3,3,3,3,2,3,2,1,2,3,2,3,3,3,6,4,7,3,7,5,7,1,7,6,4,2,2,23,4,30,26,36,4,4,3,Nuclear,2,18-25,0
2,2,1,2,3,1,0,3,3,3,2,3,3,2,2,2,3,3,2,3,2,5,5,6,6,6,5,5,6,6,5,2,3,2,25,4,32,28,34,4,4,3,Nuclear,2,18-25,0
3,1,1,0,0,0,0,1,1,1,0,1,1,3,0,1,1,0,0,0,1,6,4,3,7,5,6,6,2,3,5,4,1,2,23,1,16,4,12,1,0,1,Nuclear,2,18-25,0
2,0,1,1,3,1,2,1,1,0,1,2,2,1,1,1,1,2,1,1,0,2,6,5,6,3,4,5,2,3,5,2,3,2,19,5,20,14,16,2,2,2,Nuclear,2,18-25,0
3,2,1,0,2,3,0,1,1,1,3,2,2,2,1,1,0,2,2,2,2,5,4,6,6,6,5,5,7,2,7,3,3,2,20,4,32,16,18,2,3,3,Nuclear,2,18-25,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,5,2,4,3,4,0,5,6,6,5,3,2,2,21,4,4,4,4,0,0,0,Nuclear,2,18-25,0
0,0,1,1,1,2,0,0,1,1,1,1,0,2,1,1,1,3,1,0,1,5,5,7,5,4,2,6,4,3,6,3,2,2,20,4,18,8,12,1,1,1,Nuclear,2,18-25,0
2,2,1,3,3,1,0,2,2,1,3,3,2,2,2,0,1,0,3,1,2,4,3,4,6,3,3,6,4,3,6,3,2,2,20,7,26,26,20,2,4,3,Joint,1,18-25,0
1,0,1,0,1,1,0,1,1,2,1,2,1,1,1,1,2,3,1,1,2,5,6,6,5,7,4,5,4,4,4,2,3,2,30,3,20,8,20,2,1,2,Nuclear,2,26-35,1
3,0,3,1,3,3,1,2,3,3,2,2,3,1,3,1,1,1,1,3,1,5,4,5,6,5,5,7,5,6,4,3,3,2,19,2,28,24,30,4,4,3,Nuclear,2,18-25,0
3,0,3,1,2,3,1,3,0,1,3,2,3,2,2,3,3,2,2,1,3,6,7,6,7,5,7,4,5,3,3,3,3,2,23,2,36,14,36,4,2,4,Nuclear,2,18-25,0
3,0,1,0,3,1,1,1,1,3,1,2,3,2,2,1,3,1,3,3,2,4,3,5,4,6,6,6,4,6,5,2,2,2,18,5,22,20,32,4,4,2,Nuclear,2,18-25,0
3,0,2,0,2,3,0,2,2,0,0,1,1,2,0,2,3,3,3,2,1,6,2,4,7,6,4,5,2,2,4,3,3,2,18,4,28,14,22,3,2,3,Nuclear,2,18-25,0
3,3,3,3,3,3,3,2,3,3,1,3,3,1,3,3,3,2,2,3,3,5,5,6,7,6,2,6,4,2,4,4,2,2,22,4,30,40,42,4,4,3,Nuclear,2,18-25,0
0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,4,5,3,6,4,7,7,7,4,3,2,3,2,19,2,6,6,8,0,0,0,Nuclear,2,18-25,0
3,2,1,2,2,2,1,1,2,2,2,1,3,2,2,1,2,2,2,1,1,6,5,5,6,4,3,4,5,4,4,2,3,2,18,3,26,24,24,3,4,3,Nuclear,2,18-25,0
2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,0,3,2,1,3,1,0,0,0,6,6,7,0,0,0,0,3,3,1,20,3,24,24,18,2,4,2,Nuclear,2,18-25,0
1,2,0,2,2,1,1,2,2,0,1,1,0,2,0,1,0,2,2,2,0,4,4,6,4,5,6,4,1,4,2,3,3,2,23,3,20,22,6,0,4,2,Nuclear,2,18-25,0
2,0,1,0,2,1,0,1,0,1,1,1,1,1,0,0,2,3,0,1,3,5,1,3,5,3,4,0,5,5,3,3,1,2,20,3,20,2,20,2,0,2,Nuclear,2,18-25,0
1,3,1,0,2,2,1,2,2,1,2,1,2,1,0,2,1,0,1,1,1,6,5,6,6,7,3,6,3,4,4,2,3,2,20,3,18,16,20,2,3,1,Nuclear,2,18-25,0
2,3,1,2,2,3,2,2,3,1,2,2,2,2,2,1,3,3,1,3,1,4,5,4,6,4,5,5,5,4,4,3,3,2,21,2,32,32,22,3,4,3,Nuclear,2,18-25,0
3,3,2,3,3,2,3,2,2,2,3,3,2,2,2,2,3,2,3,3,2,6,4,6,7,6,5,6,4,3,6,3,3,2,19,8,34,38,32,4,4,4,Joint,1,18-25,0
0,0,0,0,1,1,0,0,1,0,1,1,0,3,1,2,1,2,1,2,0,6,6,5,3,6,5,5,6,3,3,3,1,2,20,3,16,10,8,0,2,1,Nuclear,2,18-25,0
1,2,2,2,1,2,0,0,2,3,2,1,3,3,2,2,3,3,1,2,3,2,4,1,6,4,7,5,7,3,6,2,2,2,19,1,24,22,34,4,4,2,Nuclear,2,18-25,0
3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,2,3,3,1,3,3,5,7,6,7,7,1,4,4,3,6,3,2,2,21,7,42,32,38,4,4,4,Joint,1,18-25,0
3,3,3,3,0,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,5,6,6,7,1,7,6,6,1,6,0,3,1,23,0,42,38,36,4,4,4,Nuclear,2,18-25,0
3,2,3,3,3,3,1,1,1,3,1,1,3,1,1,2,3,3,0,3,3,3,4,4,6,2,7,4,6,4,2,2,3,1,18,0,26,22,40,4,4,3,Nuclear,2,18-25,0
3,1,2,1,2,3,0,1,2,3,3,1,3,2,0,2,3,1,1,1,2,5,4,7,6,5,7,5,1,7,4,2,1,2,18,4,28,12,34,4,2,3,Nuclear,2,18-25,0
1,1,0,1,0,0,1,1,2,0,1,1,0,1,1,1,0,2,1,0,0,6,5,5,6,5,5,5,5,4,2,3,2,2,21,5,14,14,2,0,2,0,Nuclear,2,18-25,0
3,0,2,1,2,1,2,2,2,2,3,3,3,1,2,1,3,2,1,3,3,4,5,3,7,5,4,4,6,3,4,3,3,2,21,4,30,22,32,4,4,3,Nuclear,2,18-25,0
2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,6,5,5,6,7,5,6,2,5,5,2,3,2,21,5,22,14,18,2,2,2,Nuclear,2,18-25,0
0,1,1,0,1,1,0,1,3,1,1,0,1,1,0,2,2,1,1,0,2,4,6,6,5,6,2,6,2,6,4,3,3,2,23,7,10,10,20,2,2,0,Joint,1,18-25,0
2,1,2,0,2,3,1,2,2,2,2,1,2,2,0,2,2,0,2,1,0,6,5,3,6,6,2,2,5,5,5,3,3,2,24,5,24,14,24,3,2,2,Nuclear,2,18-25,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,5,6,6,6,1,6,3,6,4,3,3,2,19,3,4,2,0,0,0,0,Nuclear,2,18-25,0
3,2,1,3,2,3,3,1,3,3,3,2,3,3,2,3,3,1,3,2,3,3,5,6,7,4,6,4,4,1,4,3,3,2,20,4,32,36,36,4,4,3,Nuclear,2,18-25,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,7,4,4,7,5,3,4,3,3,2,2,20,5,2,6,0,0,0,0,Nuclear,2,18-25,0
2,1,1,0,1,1,0,1,0,1,1,1,2,0,0,1,1,1,0,0,1,5,5,6,5,5,3,5,5,5,3,4,2,2,23,4,14,2,16,2,0,0,Nuclear,2,18-25,0
1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,1,7,1,1,5,7,7,7,3,3,2,18,3,14,14,18,2,2,0,Nuclear,2,18-25,0
2,3,1,2,2,1,2,0,1,2,1,1,2,2,0,1,3,1,2,0,3,3,6,2,5,6,5,5,5,2,2,2,2,1,19,2,16,20,28,4,4,1,Nuclear,2,18-25,0
2,2,2,3,1,2,2,2,2,1,1,2,2,1,2,1,2,3,3,1,1,5,5,6,6,6,6,4,2,2,5,3,1,2,21,5,26,30,20,2,4,3,Nuclear,2,18-25,0
0,0,1,0,0,1,0,0,1,2,1,1,0,0,1,2,1,0,0,2,0,5,2,3,2,6,1,4,5,7,4,2,3,2,19,6,6,8,12,1,1,0,Joint,1,18-25,0
1,1,1,0,2,1,0,1,1,0,0,1,0,1,1,2,1,2,0,1,0,6,5,7,6,5,6,7,4,5,5,3,3,2,20,4,14,8,12,1,1,0,Nuclear,2,18-25,0
1,1,1,0,0,1,0,0,2,1,1,1,3,0,0,1,1,1,0,0,2,2,2,6,2,2,5,5,1,5,5,2,3,2,19,2,10,6,18,2,0,0,Nuclear,2,18-25,0
2,3,1,0,1,1,1,2,0,3,1,1,3,2,0,2,1,2,1,0,0,2,2,6,7,6,6,7,5,5,5,3,1,2,22,5,22,10,22,3,2,2,Nuclear,2,18-25,0
0,0,1,1,0,2,1,2,1,3,2,1,3,2,3,0,3,1,3,2,3,6,6,6,5,7,5,7,5,6,2,2,2,2,20,5,20,22,26,3,4,2,Nuclear,2,18-25,0
2,0,1,1,2,1,1,2,2,1,2,2,3,2,2,1,2,3,1,3,1,3,6,3,6,3,3,3,5,4,6,3,3,2,23,4,28,20,22,3,4,3,Nuclear,2,18-25,0
1,3,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,3,3,1,0,5,2,6,3,7,4,7,1,4,3,2,3,2,20,6,16,16,4,0,3,1,Joint,1,18-25,0
3,2,0,1,1,1,0,1,2,1,1,1,3,2,1,1,1,1,1,1,0,5,4,6,7,6,5,5,5,4,5,2,3,2,22,3,20,16,14,2,3,2,Nuclear,2,18-25,0
1,1,1,0,0,3,1,0,3,0,2,1,1,1,2,3,3,3,1,0,0,4,4,0,3,7,6,0,0,5,4,3,3,2,20,5,22,16,16,2,3,2,Nuclear,2,18-25,0
3,1,1,0,1,2,1,2,3,1,1,2,3,2,2,1,2,3,0,1,3,2,6,5,7,2,6,7,2,1,4,2,2,2,20,3,30,16,24,3,3,3,Nuclear,2,18-25,0
3,2,1,1,2,1,0,2,1,3,2,1,2,0,2,1,3,2,1,1,3,5,3,4,5,6,2,6,5,3,5,2,2,2,18,2,22,16,30,4,3,2,Nuclear,2,18-25,0
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,3,1,5,1,5,4,4,5,6,5,2,2,2,18,5,6,2,4,0,0,0,Nuclear,2,18-25,0
1,2,2,1,2,0,1,1,1,3,1,1,1,1,2,1,2,2,2,0,1,0,0,6,5,0,1,5,0,0,0,4,0,2,23,7,14,18,24,3,3,0,Joint,1,18-25,0
0,1,1,1,3,0,0,1,3,0,1,0,1,0,0,1,0,2,3,1,0,5,1,7,6,7,5,1,2,2,2,4,3,2,21,4,8,18,12,1,3,0,Nuclear,2,18-25,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,3,6,1,6,2,5,4,3,3,2,24,4,4,0,0,0,0,0,Nuclear,2,18-25,0
2,3,3,3,3,3,3,3,3,1,3,2,3,3,3,2,3,3,2,3,2,1,1,6,7,5,2,7,5,2,7,3,1,2,22,3,38,40,34,4,4,4,Nuclear,2,18-25,0
3,1,0,1,0,3,1,1,3,0,1,2,1,1,1,0,1,3,2,1,0,6,6,4,7,7,1,6,7,3,1,3,3,2,22,1,28,20,4,0,4,3,Nuclear,2,18-25,0
2,3,1,1,3,1,0,1,3,3,1,1,1,2,1,1,1,3,2,1,2,3,2,6,6,5,7,7,5,4,5,3,1,1,23,4,22,22,24,3,4,2,Nuclear,2,18-25,0
1,0,2,1,1,2,0,1,2,2,1,1,1,2,1,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,2,18,2,20,12,20,2,2,2,Nuclear,2,18-25,0
1,1,0,2,1,1,2,1,1,0,2,2,1,1,3,0,1,2,1,0,0,3,4,3,5,2,4,4,6,4,2,3,3,2,20,5,20,20,6,0,4,2,Nuclear,2,18-25,0
0,0,0,0,2,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,5,7,7,5,3,2,6,2,6,6,2,3,2,19,3,6,4,6,0,0,0,Nuclear,2,18-25,0
0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,7,4,6,2,7,1,5,7,3,7,2,3,2,20,3,4,8,6,0,1,0,Nuclear,2,18-25,0
2,2,2,0,3,1,0,1,3,3,2,1,2,3,2,2,3,2,2,3,3,5,5,1,6,2,4,6,7,4,6,3,2,2,28,2,24,24,36,4,4,2,Nuclear,2,26-35,1
3,1,2,0,1,3,3,3,1,3,1,1,3,3,1,2,3,3,0,0,3,7,6,7,7,7,1,5,7,3,7,3,1,2,21,5,34,12,34,4,2,4,Nuclear,2,18-25,0
